"","average","sd","ratio","ava","avb","cumsum","p","padj"
"77572844f67e8bcd1ad492fd2083a3c6",0;000434713303328456,0;000305803802623386,1;42154315806148,0;00120088872086244,0;000946220460138181,0;436771256938541,0;209,0;890725501113586
"fb1232e8c3cac86c121108eee0066f39",0;000434642283427265,0;00055723463498259,0;779998686622996,0;000588551406309467,0;000703027602358028,0;437480115392508,0;134,0;854124330117899
"37a2539e3eb420519d6417974cc125e1",0;00043318954483453,0;000349599823618796,1;23910115385779,0;000737557370016061,0;000790490006057522,0;438186604573921,0;951,1
"39abd32dcaccccd394530cfe2e15ef37",0;000432067340242666,0;000317332197126919,1;36156161950959,0;000934328055885369,0;000834737205930193,0;438891263550951,0;313,0;931171085542772
"4e1f17332279b97120007e03237f43f3",0;00042809270366224,0;000722971830327952,0;592129161475143,0;000482841707035603,0;000610041090311046,0;439589440289946,0;584,0;989472364672365
"6a1c77a191971338e19dc4f370422a37",0;000425093963384539,0;000615967104562304,0;690124456705531,0;00052601250964742,0;000513272812567305,0;44028272638098,0;666,1
"2567529594656a2a1b9ef0a3dfbcd69b",0;000424727549618176,0;00101752266673754,0;417413354515206,0;000678330961477836,0;000235063526205051,0;440975414887505,0;191,0;890725501113586
"a39f79f8848ae613c002649dc7263437",0;000423431354574946,0;000356018072720699,1;1893535385411,0;00124256488005157,0;00139401996366573,0;441665989428477,0;577,0;98462525107604
"0b71fbf2702679d24eb46d1a27f943e3",0;000421296152569382,0;000392251595679,1;07404573291819,0;00103476713728577,0;000718298727905798,0;442353081666761,0;13,0;847708333333333
"e07e42f3c64fddf1de56544ced5de0f5",0;000420921719741514,0;000354703101902801,1;18668745066926,0;00185018552949536,0;00170586728457377,0;44303956324224,0;045,0;750592233009709
"324a3e8c93b6f7141f68602c20f7cb0e",0;000420840127884292,0;000497230728997638,0;846367899933817,0;000653739996259991,0;00063872824214714,0;443725911749493,0;785,1
"84b592ef5f29689afab0f16f70907ec6",0;000420205046596188,0;000298722664073331,1;40667280100661,0;00154717496571043,0;00136961143144716,0;444411224502156,0;116,0;843495828367104
"ce24f58d53a7a67f0152f984b31ba21c",0;000416544071550254,0;000380372309560084,1;09509567621261,0;00111580220610477,0;00124311461407145,0;445090566567635,0;819,1
"ac0d55f56431cc6f9854ab12f80fa9f0",0;000412739303619276,0;000356573297418104,1;15751601874807,0;000952784645732222,0;000433271356822201,0;445763703433998,0;002,0;29009756097561
"2ccf706f5a89fa4faab708124fc87f2b",0;000406675443793071,0;000642318613323405,0;633136632439938,0;00038589752511086,0;000770606087091775,0;446426950746432,0;508,0;94732601299103
"eefd62544e4e1de04197db3b1b1bb168",0;000405506418273392,0;000347736770558024,1;16613039691679,0;00100928641649112,0;000771628838201885,0;447088291494195,0;125,0;845735891647856
"17b88b807d9016fefbd9f21de2ab0f27",0;000404834981659243,0;00030201214097444,1;34045929528875,0;00131379113550803,0;00094730216454044,0;447748537195436,0;025,0;633696721311475
"a9d1b9821dc7c8e10f9ca7c8416fafda",0;000403648336150449,0;000448508224425622,0;899979786697061,0;000570457222991655,0;000581618618845818,0;448406847595551,0;326,0;9466416015625
"a99625709edcf6a3dcd87d250c4076eb",0;00040261627256646,0;000289250365911009,1;39193003714412,0;00112294238479748,0;000767687963138947,0;449063474802327,0;043,0;750592233009709
"6b062785047bab58d1fd7617397b0f16",0;000399646519111974,0;000466358847347889,0;856950653739502,0;000996165940737763,0;000817538213265159,0;449715258635775,0;468,0;94732601299103
"c6c51b36b65d595757de865e9729eb47",0;000398385100627516,0;000502277576160741,0;793157249170174,0;000389436748711675,0;000786500276978983,0;45036498522079,0;204,0;890725501113586
"4983958ea697600d795816a11c00f06a",0;000398121345892065,0;000312803368155544,1;2727527463646,0;00100042153317603,0;000591483063704038,0;451014281647992,0;025,0;633696721311475
"215b4d89c2d68b0add37c72420959108",0;000398018704882484,0;000313068330197474,1;27134771067845,0;000985215027318982,0;000854788999906544,0;451663410677888,0;708,1
"064bf5eccee609a01f36645eb05fbfca",0;000395063582991646,0;000402676261916767,0;981094790914955,0;000964504231230164,0;000634896464843861,0;452307720197086,0;095,0;843495828367104
"dfac430ef0a8b0e7402149dcfc19552e",0;000392905835034884,0;000351451391141467,1;11795214057562,0;000979280040616949,0;000461272115613963,0;452948510643384,0;007,0;396466666666667
"2a3ea71b3ad9aae8e4999db710764cbf",0;000388127501389046,0;000334807235067766,1;15925661316873,0;0010428957396096,0;000607102311478857,0;453581508101449,0;016,0;546850574712644
"99afe9dea6c99dee450e431fbe35b1c3",0;000387888153202538,0;00128568592734868,0;301697440215772,0;000705735568231697,9;69542085621032e-05,0;454214115206361,0;134,0;854124330117899
"38f897e725d36512f78c9d03078408f9",0;000387676720037154,0;000364828488810171,1;06262732195476,0;000888489468987031,0;00128813182559676,0;454846377484751,0;111,0;843495828367104
"24c890f26fca0d8476ffa963b2ad0a8e",0;000387308030859296,0;000327405286337496,1;1829620565749,0;000864907017586478,0;00083014807801951,0;455478038467661,0;904,1
"d49665eafa5064777a3c37ebc8d29cc7",0;000383299842633603,0;000592793000957868,0;646599811425312,0;000213778625971873,0;000795622955012881,0;45610316249313,0;031,0;663154676258993
"0484c048f271abd9f3033d5c2c88ad1f",0;000380997908918957,0;000402595768076909,0;946353486870668,0;000651285080058216,0;000499699118225594,0;456724532293029,0;541,0;960682890415049
"08da20204f464ca4fafa98ee9f1873d4",0;000380216800989155,0;000418777931369159,0;90791986040446,0;00057085679769967,0;00048418515538887,0;457344628183369,0;74,1
"4631ab469231bedee1878f5b43016c06",0;000377035347098583,0;000316105985580962,1;19274978740324,0;000991577471596762,0;00083850129321652,0;457959535437969,0;341,0;94732601299103
"2fe0b120ab859048261af0c562863b13",0;000374608463116424,0;00027453880018362,1;36450098443599,0;000870708607200231,0;000780187983240624,0;458570484685506,0;707,1
"6e4d582d5d913e6d5fe05a0273c87f1d",0;000374382240567305,0;000328746529971312,1;138817314969,0;000463344538390159,0;000780004813904172,0;459181064986503,0;078,0;823114186851211
"2da3895439e468e072a9590196c5232c",0;000373762016108082,0;000298131741646053,1;25368071861271,0;00114383922494817,0;000815165080406392,0;459790633762925,0;012,0;495583333333333
"e85ffd2d6b9fbc2f0091fa28d1fcbb9c",0;000372519218801514,0;000415746631462093,0;896024623197649,0;000854048788958301,0;000414242588669542,0;460398175660208,0;016,0;546850574712644
"ae2c42c4f38b3116dc1bf41c16ddd3bf",0;000370750643626502,0;00041116625678964,0;90170493688198,0;00062574608383976,0;0003791315858043,0;461002833186797,0;127,0;846758278145695
"7c6b1480e277e8a0ac168e22033d252c",0;000368210582751289,0;000781434808644752,0;471198081628689,0;000588655685476344,0;000210754423050638,0;461603348126037,0;221,0;890725501113586
"da0dd743c5c7b3344ba2a1bf9e64e903",0;000366020862469985,0;000324111504977796,1;12930536820981,0;00106925542758271,0;000848732245803672,0;462200291848687,0;275,0;89269923580786
"38231a7186f8af3aac3c528c479dc389",0;000363636162872802,0;000294352922757919,1;23537473134541,0;000975696982145901,0;000560687397454812,0;462793346362822,0;01,0;471984126984127
"b75ba3f582a36e6b40ae3c7d0624ea5b",0;000362851212075327,0;000259567691599005,1;39790591748945,0;000687013649057487,0;000877326287193263,0;463385120700062,0;111,0;843495828367104
"ca07469a0b8e1f95137429d1949128df",0;000362263075288663,0;000266845553605107,1;3575758351393,0;0013896210142857,0;000924825054332067,0;463975935844538,0;003,0;318589285714286
"a9b5012998a93b7efb19f65e0c6931f9",0;000359916742950669,0;000278067264357027,1;29435136416688,0;00107900047778761,0;00113202195783067,0;464562924353693,0;927,1
"1c8eb7826bba1eae317adea2c4c167a4",0;000359531863808862,0;000464427076560429,0;774140617449727,0;000576438703842313,0;000373569835335081,0;465149285163143,0;079,0;823114186851211
"adfb2b595feb3cd1e7e61b793ddc58dd",0;000359011193981081,0;000284468452840487,1;26204220677641,0;000757122642107952,0;000875415395591287,0;465734796811746,0;865,1
"cc9e6e972b407b80e608a7a79aff68fe",0;0003583792771083,0;00108706810247577,0;32967509238115,0;000126010924428791,0;000659346434573833,0;466319277866607,0;448,0;94732601299103
"ef5f475eba57b7b4b2a06650b5859d04",0;000357349225306558,0;000601249781911977,0;594344041456756,0;000305659091313213,0;000581979405276499,0;466902079009146,0;801,1
"1aad69cf183ba93b622f77b67979cb6f",0;000355957145115505,0;000410024559892473,0;86813615557286,0;000813014898337114,0;000634672482843826,0;467482609806968,0;607,1
"76ecbc0b21234c20a8501c72c6252c17",0;000355701109299399,0;000616283970578928,0;577170795088599,0;000535216700752244,0;000318999543160918,0;468062723035769,0;447,0;94732601299103
"36e891a075bc1ea8e5299f7970fe3061",0;000354417146258753,0;000391307732699457,0;905724872375476,0;00121570695904824,0;00132746796471431,0;468640742248201,0;981,1
"1dbb4a7acb10be4100df199b02ed4f82",0;000352552727243165,0;000674253317477788,0;52287874320289,0;000396801564265926,0;000391188209732784,0;469215720778142,0;88,1
"8cd1e89c0a2ce90d0216b905c92eeb4f",0;000351552159035403,0;000370510277512232,0;948832408633514,0;000615465583174182,0;000285485668334966,0;469789067480579,0;018,0;566380952380952
"64017deee47f9a826e4fdfef4a532747",0;000351358722189694,0;00055447116060902,0;633682591902108,0;00049749678005852,0;000369292787217096,0;470362098706706,0;592,0;992284103720406
"9c44102b3263ba5eec1c06ededc2d7f1",0;000350697540644204,0;000324205643620715,1;08171325066285,0;000583563087798927,0;000843756671473133,0;470934051611313,0;269,0;890725501113586
"3de7c832613e1d93ca14ddfce2b63f69",0;00034978325573194,0;000393226865049764,0;889520240911499,0;000720276259475893,0;000501990404139795,0;471504513407912,0;11,0;843495828367104
"adc4f1b6fbe98c7dfab02b05500e938b",0;000348505563554186,0;000284384122637213,1;22547475689693,0;000652850051796973,0;000861955889517164,0;472072891415297,0;211,0;890725501113586
"c25d361eea848ce122c745523b29314c",0;000347172868947141,0;000270685965756013,1;2825669331526,0;000719015978889467,0;00074663152146977,0;472639095929963,0;979,1
"e6e7045e990a59e43e9c959abf37ff99",0;000347069520816474,0;000252639527725652,1;37377362893651,0;000807431592394256,0;000741667991537389,0;473205131894078,0;7,1
"26528ea734990a2cb632e349ac38a012",0;000344928268744168,0;00038879058902064,0;887182659469817,0;000823900112776447,0;00101272299481508,0;473767675688445,0;822,1
"453594541fb1fc41eccefc4c7709e4ab",0;000340186114678783,0;000388928039164712,0;874676239361373,0;000437958275949728,0;000659235920801979,0;474322485499885,0;763,1
"adae10bca6dd79e1c907ef45b8e7ee1d",0;000339010116864869,0;000299719608888738,1;13109088231433,0;000863948255537399,0;000393748392693558,0;474875377375533,0;001,0;258565217391304
"d020f25d44c354537279f0e7a71e572d",0;000338979964624064,0;000316405233514542,1;07134752753224,0;000823904128825123,0;000794424394211882,0;475428220075867,0;942,1
"1a0d702d59054ecdb4b15f68a284c7cb",0;000338808834693477,0;000328358472830367,1;03182607646159,0;000642184345955387,0;000520743108724186,0;475980783680258,0;483,0;94732601299103
"a0f84ef5990d2205bf15acb8889a5d69",0;000338629332736672,0;000249865766444534,1;35524500837069,0;000730896474910835,0;000790445533053453,0;476533054534761,0;782,1
"49ccb6bf6555869dd11726b70ddfeac5",0;000338241323504782,0;000289165213341649,1;16971650772235,0;000950358841446893,0;00112165493106122,0;477084692584692,0;687,1
"adb4e9587818ec4d869c6cb3f3a54ac4",0;000336916412998247,0;000301226198254035,1;11848310323298,0;000535910735407953,0;000575224192944712,0;477634169836999,0;791,1
"c6afab1673131a8a188068adc6db8bd8",0;000336651819881713,0;000610759807348884,0;551201660343388,0;00019223486093841,0;000603886771649239,0;478183215564176,0;155,0;884630518234165
"b3a6e00cc458d82ee853bfaa295cdf8c",0;000336601794430782,0;000287963929740453,1;16890262865272,0;000544825367812733,0;000630387667369581,0;478732179704805,0;701,1
"6d717b97f336681c06c645b4113e1cfd",0;000336170312869487,0;000281269651106309,1;19518871498307,0;000811070814760402,0;000935967211872325,0;479280440141805,0;668,1
"60aa4f1ebef8ac58e31961c669c08458",0;00033397742174409,0;000321018891898572,1;04036687613267,0;000713151921991861,0;00021819478144018,0;479825124190882,0;001,0;258565217391304
"d269a6b76f323043c5b6c3a2ab38bb60",0;000332774286081945,0;00031593494944025,1;05330001214342,0;000817800222347386,0;00054703207666031,0;480367846045028,0;084,0;833969949916528
"0d36b7e5824df0a896aef19e4ceeb515",0;000332393427253829,0;000323239256060853,1;02832010970614,0;000722904773862746,0;000305539164801035,0;480909946756202,0;006,0;3756
"94d047f0f3e4e1efcc1efd4d41c76200",0;000330315234957326,0;000341285802998948,0;967855187806754,0;000683937482079208,0;000391409581877249,0;481448658141866,0;05,0;750592233009709
"43ca952a2f0bbd028632169afaa2d36c",0;000329149213456429,0;000260739396055716,1;26236855049743,0;000662978841427183,0;000652754015032755,0;481985467862116,0;883,1
"ac0df9756f170411a7ef60c2adfe1523",0;000329105792212496,0;000619235862569283,0;531470820903357,0;000556112730663872,0;000219296986825539,0;482522206766623,0;203,0;890725501113586
"c2d61e0122293d3804036b8b97dca485",0;000328653881563055,0;000237804860430311,1;38203180947754,0;000805466413270165,0;000899597863008285,0;483058208649684,0;234,0;890725501113586
"7824b1b4f25d26be5d6ef3fea78177c5",0;000328265978508833,0;000274013413613843,1;1979923689847,0;000596082653226204,0;000794468886306598,0;483593577901338,0;164,0;890725501113586
"a0598fa6f3589a41108fabf921b4af01",0;000328202847057148,0;00112542238806348,0;29162637116353,8;07963478021293e-05,0;000614287969499693,0;484128844191857,0;62,1
"0cde04d9ab78bb1c1e5c7497cc9a819f",0;000324406075997715,0;000315927513841244,1;02683704895906,0;000397269786143384,0;000616660692092724,0;484657918325362,0;361,0;94732601299103
"dc9dda227ac4ec31aba9e4fd31eba235",0;000323250754258807,0;000293018879709546,1;10317381111834,0;000692314491593659,0;000443095802046522,0;485185108243703,0;144,0;865892821031345
"40c1baac92c7397ec2a850e039d546bd",0;000321873574765267,0;000266610195346438,1;20728156830994,0;0017434899386264,0;00159004905425069,0;485710052118887,0;399,0;94732601299103
"2a020bb4f7a3e9c8fc58310347777ab6",0;000321431333026005,0;000350128511850957,0;91803815498131,0;000854374441326225,0;000989069569903065,0;486234274741658,0;663,1
"c924163e5107033217fec3cdb93f3df8",0;000321052413084131,0;000311330923578169,1;03122558271511,0;000440989197801281,0;000503752047074763,0;486757879383587,0;909,1
"ab314b7cd8b9a6c51621edcea6aeb115",0;000320720349411167,0;000244518914676477,1;31163820122264,0;000849738435039518,0;000642968177743544,0;487280942462601,0;211,0;890725501113586
"d028c900160b977951f45f14d4f7a957",0;000320218525268835,0;000240698304444066,1;33037299954577,0;00107316160432716,0;00126949852993722,0;487803187116213,0;456,0;94732601299103
"065ab068d76b2e6d7add1c38c6eebbc4",0;000319108440682724,0;000279796305478934,1;14050269583259,0;000575857511567242,0;000503064759693285,0;48832362133197,0;483,0;94732601299103
"cbfd7fe05b6cc225e20fca9a55c2b205",0;000319028003249305,0;000378972119461991,0;841824469045939,0;000498643172359191,0;000354578539138052,0;488843924362251,0;555,0;971045895851721
"ffb3ef7438331fe27a22c2e166c58bfd",0;000318539092172612,0;000717340696751222,0;444055514506914,0;000532448955733114,0;000149287278705857,0;489363430027059,0;167,0;890725501113586
"35895d40ca045064728482f3111bb2e0",0;000318158000502537,0;000238867937752621,1;33194100261389,0;000652972011445661,0;000860083601364339,0;489882314169152,0;24,0;890725501113586
"dc50e88bfb8218bf5a87de950e1a89c9",0;000315881779540099,0;000263735023871376,1;19772404477516,0;000772367931958587,0;000451145681247277,0;490397486020623,0;026,0;633696721311475
"bd825f7d9c9bf7a9bb136f11a22e3f0a",0;000315771130676316,0;000259485608645781,1;2169119217219,0;00051784371362227,0;0005616768760774,0;490912477414773,0;886,1
"5d90a6c60e8488a12b8736149174feb3",0;000315201630611523,0;000286674376208185,1;09951100192722,0;000806898245523678,0;00047217251737881,0;491426540010803,0;009,0;453584745762712
"3af380ab71607fd40ea65c39e96983bb",0;000315037535765013,0;00030351907907722,1;03794969569232,0;000569824921853463,0;000342863415852132,0;491940334984415,0;199,0;890725501113586
"d5a91d583358bcf60bf0d0ad8fbd21cf",0;000314650333245269,0;00028945699313502,1;08703655709744,0;000745929597905662,0;000548191074971406,0;492453498469122,0;305,0;926371297242084
"1c885b761144281ed1734a6faa1f2881",0;000313609330858577,0;000230993950473459,1;35765170566495,0;000825518834856183,0;000864328594259716,0;492964964182188,0;538,0;960285500299581
"34cb22587871bb8c09901fe627a85e2e",0;000312875170341994,0;000673601726162383,0;4644809509686,0;000200183024259583,0;000506284688717714,0;49347523255227,0;558,0;972575029308324
"2498fe685b884254bab3af57abe909e4",0;000312764518569448,0;000361587903551037,0;864975060000321,0;000665583136653828,0;00038048538300981,0;493985320460287,0;083,0;829581512605042
