"","average","sd","ratio","ava","avb","cumsum","p","padj"
"cbfd7fe05b6cc225e20fca9a55c2b205",0;000389048567781965,0;000291881223085661,1;33290029303388,0;00136216247029397,0;00124529900121289,0;382690400365257,0;675,1
"60aa4f1ebef8ac58e31961c669c08458",0;000388040445933924,0;000331993054821252,1;1688209747124,0;0011276568808769,0;00128031523769954,0;38337992023947,0;736,1
"aceaa3aebda540a0db2a8c12a729206a",0;000385581675427969,0;000383330522105122,1;00587261695334,0;000966711895382771,0;000754078285407752,0;384065071055901,0;171,1
"a546778cd5863309f5f43f199d3f9336",0;000384606213679338,0;000320373611296283,1;20049280002545,0;000822404332225219,0;000827653369619138,0;384748488547187,0;984,1
"eb9fbb77997c441505926bd7a4b090c1",0;000382368661060306,0;000347993366670287,1;09878146448288,0;000820428798264301,0;000563626689306049,0;385427930068915,0;098,1
"a6c9464ec76a935462e8d6a0b5130313",0;000381800075813268,0;0005827278805462,0;65519445449461,0;000819848994603498,0;000779282639876403,0;386106361255684,0;248,1
"7d73a43fb6e275c8b62e5d8f00290237",0;000381469811242475,0;000307571995800528,1;24026184584721,0;00102128892181634,0;00102000875678795,0;38678420558614,0;807,1
"b093bbf454bdd249df460dc582c39581",0;000379288913769154,0;000658662008083637,0;575847565388942,0;000662155404424655,0;000212818685346608,0;387458174619144,0;147,1
"aad6c49abbd36a6cb1be843c334533ae",0;000377863780380109,0;000527657308569476,0;716115884767199,0;000368563022756458,0;000564304537646287,0;388129611292943,0;52,1
"268c691ae3b786fd8d44f5a565df25b9",0;000377666507368367,0;000304176829805839,1;24160182617932,0;000783768110514477,0;00076505997762328,0;388800697426834,0;915,1
"c9e31ad6d049faf19fb4d981f9032907",0;000375216216764686,0;000423208689695149,0;886598564493007,0;000444263843255788,0;000652310478755023,0;389467429571118,0;463,1
"afae469d2f8127cf83523de80e71fa8d",0;000373173307052969,0;000378235273849287,0;986616883336124,0;000645038402102492,0;000474433364403382,0;390130531612245,0;512,1
"7e12670a18a228f893f782f178fa499e",0;000371642832101769,0;000740891930600464,0;501615440460483,0;000461873572106446,0;000448443285523334,0;390790914109813,0;985,1
"06c832d444a8d1af5e8c0cb490a4a67e",0;000370789941426645,0;000723504151003692,0;512491795537401,0;000437980610058702,0;000411415968111919,0;391449781082189,0;918,1
"ccf60a37516a9372a2a32ba8316197bb",0;000369591925441736,0;000411522238042084,0;898109242407309,0;00056823398551503,0;000806957604279777,0;3921065192666,0;574,1
"eb5f2c4a5d30c559898f132166908069",0;000368585554874125,0;000255814895030497,1;44082913870275,0;000674204364034355,0;000910667585093592,0;392761469203125,0;092,1
"53b3d0141dea5b0f90066a66a3e18024",0;00036796700444198,0;00036252649421927,1;01500720722337,0;000441568720131528,0;000715377953554133,0;393415320020162,0;159,1
"453594541fb1fc41eccefc4c7709e4ab",0;000366790278631719,0;000360689354545773,1;01691462198442,0;000779426732473071,0;000631630884574766,0;394067079880339,0;57,1
"49cd5fbe3cb7db3f8ca06cc23aea67b5",0;000366639753142698,0;00171563251375804,0;213705295395448,5;9746138441433e-05,0;000690512943889747,0;394718572267582,0;694,1
"8bd2cd707254d825f4c2fe78db32588c",0;000363592396422488,0;000333706187006847,1;08955845165384,0;000560588477863489,0;000946299439205001,0;395364649721809,0;041,1
"c3a12716420d8365d7e5cc2619ea0cb4",0;000363088267247404,0;000343501712379106,1;05702025393888,0;00113480156419799,0;00113185947924469,0;396009831374866,0;976,1
"efb38024b5809c80f6a448338c25b324",0;000361988160375293,0;000441476455137465,0;819948960273723,0;000474180125257888,0;000647735130262982,0;396653058217387,0;823,1
"9b15da043b2908ef3d95099c708b15ce",0;000361694485930064,0;000265164145634261,1;36403994237195,0;000890421513132404,0;000892700277181683,0;397295763221609,0;907,1
"471910cc7772c12364db030c05628a1a",0;000358625990153877,0;00039603125742353,0;905549709603728,0;000532875926260795,0;000696497597434262,0;397933015730237,0;372,1
"962c3db2c6df8245b0a6a9763f7cd3bf",0;000358015585270368,0;000290129988483478,1;23398338497075,0;00113973122081247,0;00109844323288639,0;398569183593429,0;791,1
"9d2429a2784bf6256764383eb270310d",0;000357812737774919,0;000280239680844114,1;27680968197346,0;00137346732278214,0;00156525064414718,0;399204991011258,0;385,1
"200161a68478d4d78af27077f10d1abf",0;000357635901809897,0;000358292650692003,0;99816700431662,0;000566061555124209,0;000546317089503686,0;399840484204336,0;778,1
"837d60a0642ffef847ffcdb3d05ce3da",0;000357505707578653,0;00050883053932884,0;702602693718446,0;000698369397505013,0;000122712302692475,0;400475746051659,0;006,1
"935b48820f22138e11c5baf5872e678b",0;000353913813474836,0;000284021387188083,1;24608156089481,0;000866025252521306,0;000772115691559276,0;401104625362325,0;43,1
"f6849aa796523f3fbd63fc43d1f2651f",0;000353039456347586,0;000293928256632175,1;20110757772222,0;000627113148958491,0;000645930969652975,0;401731951003463,0;998,1
"6a89aee05452fed3961543dfd5229303",0;000350361773251616,0;000521105249423665,0;672343588246542,0;000376066656748168,0;000504241127191292,0;402354518594942,0;852,1
"c662be52a3d082e0e2b539fdd40a266c",0;000349965865535358,0;000339028663683591,1;0322604045715,0;000574816513814761,0;000477873576469477,0;402976382686975,0;683,1
"115a3617f78f70b8574d38a6e34b567f",0;00034948389309551,0;000292833569207581,1;19345570264102,0;000664395438045003,0;000690140730786195,0;403597390348758,0;733,1
"b24799cb2991b0879425acb631c50263",0;000348849686858509,0;000338194296291332,1;03150671280984,0;000521432791584797,0;000644200500937708,0;404217271071818,0;782,1
"3818eaf7f85c61d25ceb3bd3e6171e56",0;000346809712736226,0;000281773122416385,1;23081190200864,0;000580294595515608,0;000704991524953995,0;404833526908053,0;715,1
"4da1f2be4aafbb4d4a82f3f38c027603",0;000346100606820435,0;000278200004609352,1;24407117572277,0;00128258161708219,0;00128765273845879,0;405448522714239,0;87,1
"5e9b7160779b9b55da76d8f41138abda",0;00034603164243956,0;000297136286279347,1;16455531827656,0;000766426794838871,0;000917466620579379,0;406063395975696,0;33,1
"cbef0c54da29479bd798fc14ea3042eb",0;000344585728045826,0;000251973062475105,1;36754986688258,0;00066638186302214,0;000848082913370107,0;406675699951602,0;411,1
"4bf629712bf347f0a38849a7f14b0b14",0;000343862328715339,0;000277283457539716,1;24011122685199,0;0008430807957354,0;00102993883286808,0;407286718499093,0;311,1
"50971ec27aa54ab6c36cf5869ac1ef9b",0;000341017634294376,0;000277578060175839,1;228546788166,0;0006087278605324,0;000824931907938777,0;407892682229851,0;316,1
"cdcfd64110a59ed3f3b16498b49a3ed6",0;00034012716419642,0;000630716824909372,0;539270795963454,0;000396585322740878,0;000366580942567498,0;408497063659495,0;689,1
"60352f5fce1a540ff5f361d484d667cd",0;000339953133724687,0;000646007044190902,0;526237502797613,0;000340724626686934,0;000436174755480226,0;409101135849547,0;702,1
"324a3e8c93b6f7141f68602c20f7cb0e",0;000339047293774821,0;000319918762756684,1;05979183856961,0;000621306969707441,0;000635661899770863,0;409703598427368,0;895,1
"610144c45c09fe61ddb1de260acb1501",0;000337532664213332,0;000284116388799634,1;18800842724834,0;000573642738166675,0;000676349230966253,0;410303369617742,0;386,1
"3c8f65cf1d65d3aac56375e195bf71d3",0;000336946630594009,0;000249071438095514,1;35281119814628,0;000823114168230357,0;000888235663082327,0;410902099468659,0;742,1
"db8b6179eceba2b079ccf790cb14829c",0;000336584683372642,0;000257963734641891,1;30477519966089,0;000996731265171069,0;00104144773956521,0;411500186165479,0;931,1
"c6f1eb39a3f8f942cc0a88342da81c8b",0;000336544924910869,0;000343997012782033,0;978336765744284,0;000525367614256477,0;000603538647130114,0;412098202214381,0;542,1
"701c0c6bb0dac1863b2249393970743b",0;000335742620075727,0;000535266412975182,0;627243951679243,0;000440088613454237,0;000425792564178587,0;412694792625479,0;918,1
"08da400b0e70bb21e2da6a0b5a98bfa1",0;000334510069903794,0;000585913426389211,0;570920642602897,0;000532099522908071,0;000210112893540562,0;413289192883854,0;172,1
"86eb7a66afa09254d4e833ff3f0c43c8",0;000333985569413074,0;000257521502372984,1;29692303879675,0;000892431671388264,0;0010337447671648,0;413882661142701,0;611,1
"1fe027d306f8f25528bd5ed3e5c50b60",0;000333865582811693,0;000247227838557777,1;35043684707727,0;00104157951308169,0;00101640820299946,0;414475916194015,0;802,1
"bd6c833e2c1553c6b8a1c8b4d7485035",0;000332709837492699,0;00026249274098383,1;26750109829968,0;000607496158078799,0;000607103127397769,0;415067117569287,0;78,1
"3c75304d88a18d51284e17da72e475e9",0;000332441540734679,0;000274230419368566,1;21227083961053,0;00149512351916859,0;00136560907529939,0;415657842200579,0;57,1
"c22193f297c4537cbc40783152268c2e",0;000330250982946237,0;000265193329256922,1;24532160696352,0;0017283132919523,0;00193304388514647,0;416244674368736,0;365,1
"d028c900160b977951f45f14d4f7a957",0;000329125245421242,0;000245125895350658,1;34267840184906,0;00128077820422768,0;00106927312303361,0;416829506182535,0;131,1
"35063d5a8b75df89fa4a988d54d7dac6",0;000329110301872266,0;000595873300674435,0;552315905914504,0;000641598081426479,0;000174773886654024,0;417414311442727,0;041,1
"99afe9dea6c99dee450e431fbe35b1c3",0;000329098007492405,0;000763925043101739,0;430798820465657,0;000488033120133676,0;00030374049157583,0;417999094856692,0;793,1
"601dc84f6b6c1268bd66629395383682",0;000328889095731783,0;000631409744199641,0;520880614772067,0;000536857540775527,0;000224075677284643,0;418583507049533,0;397,1
"b43efa7a6dc43aecb8d4bfff0c5e0035",0;000326679848274708,0;000268605994373706,1;21620460867379,0;000708004186305288,0;000423922566438325,0;419163993569045,0;071,1
"e309002f48f2079cb08c8dbca2b1081a",0;000324665209501394,0;000267056469954284,1;21571744566597,0;000633142046180031,0;000542098513145634,0;41974090022082,0;738,1
"1448356db9a4afda61cc3602848194de",0;000322684325869126,0;000286686461278992,1;12556527584015,0;000865014171487846,0;000679136180440758,0;420314286985306,0;398,1
"afb21b94d51a805ad6e3817cde20131d",0;000322055655081314,0;00027297691956858,1;17979078813806,0;000489657581700899,0;000590788401128913,0;420886556647163,0;739,1
"db46425b8c872e9058f857f80def3422",0;00032185150814691,0;000313477873460856,1;02671204379948,0;000339660347210076,0;000709571192425719,0;421458463554646,0;036,1
"e03fe28257a140efec31b519d5c6a458",0;000321247861932917,0;000657558051280755,0;488546769836076,0;000259668944048866,0;000473072991587448,0;422029297826363,0;627,1
"efef84dddaab337c168ab4f1cd603935",0;000318769413037703,0;000297261320706691,1;0723541572105,0;000572475769111593,0;000518405652012636,0;422595728073219,0;798,1
"7f7fb1d4262f8ac0ec086d26b46ae819",0;000316775234479003,0;000317640026558467,0;997277446142939,0;000653271915802387,0;000574527805395274,0;423158614808663,0;724,1
"191a2386bb9ccf759a9d5d1b71eb82c4",0;000316647481333616,0;000339634818608875,0;932317489209693,0;000524857175359727,0;000331131614295111,0;423721274535985,0;341,1
"208013b57624f468e51f8f747738e6b8",0;000316421139325477,0;000238621672062662,1;3260368875564,0;000786083607133168,0;000715686825259936,0;424283532069889,0;556,1
"32f8a31c5641b22cce115db1f466f3bc",0;000315854838938665,0;000300068218737499,1;05261010402096,0;000648669944231604,0;000732577832866396,0;424844783328867,0;363,1
"6cb4b1bf921c0a116e1eb95997f22b61",0;000315584790346567,0;000247976057801848,1;27264217821684,0;000527776658714262,0;000631111251885292,0;425405554730981,0;72,1
"8b83c95cc844f76630a97e57b41b586c",0;000315000665188658,0;000346579580707323,0;908884085282183,0;000668991863451673,0;000754662891416052,0;425965288184836,0;471,1
"cbb97de2905828974c6f9d059b383299",0;000314746347128501,0;000356825975907028,0;882072406103384,0;000525266852070891,0;000520046201041674,0;426524569733847,0;979,1
"1e53118046fd373c53837119900f3344",0;000313229671702187,0;000303767651842021,1;03114887251091,0;000537861469166079,0;000550144668871517,0;427081156260059,0;963,1
"4b339b8b48673f602f337ce89ccdc803",0;000312757935304316,0;000461792588314809,0;67726928326339,0;000352989715211187,0;000534475438442048,0;427636904544728,0;014,1
"c1b5a744a0ffcbdd6626038c0f4b8fed",0;000312002472635382,0;000286933862022289,1;08736720872333,0;000692341928962314,0;000622959008301961,0;428191310426744,0;645,1
"13f330d8aea2c8d4143b736fc951d290",0;000311299901182883,0;000235925064232671,1;31948634705415,0;000563754455852839,0;000755767611271826,0;428744467889981,0;126,1
"28df8b56c1792f7c5707e6363f35724a",0;000311193335804614,0;000281061514276331,1;10720721264832,0;000546258882734623,0;000718379216333084,0;429297435994229,0;503,1
"5efb0f23047dccc6186a13e10a7c4465",0;000308112979375853,0;00022904525126267,1;34520570794331,0;000725621440058726,0;000885008947774684,0;429844930527361,0;287,1
"036ea9603c37a47ea85e8694a471856c",0;000307322850477324,0;000272995538983306,1;12574312247687,0;000545645511356246,0;000651811953966333,0;430391021058449,0;641,1
"0d36b7e5824df0a896aef19e4ceeb515",0;000307100742615101,0;000250658706151702,1;22517484961898,0;00069085506176841,0;000730881199291254,0;430936716919893,0;929,1
"6da943412f98289f2c99e1d26cb8888e",0;000306659169320739,0;000266204931913921,1;15196652111576,0;000406512365669757,0;000630173459430261,0;431481628137452,0;142,1
"7c2a48109e61c88954ec4f9b686312e1",0;000305958521480902,0;000228786680002017,1;33730915400409,0;00099565013139344,0;000876771603777983,0;432025294354355,0;517,1
"ca07469a0b8e1f95137429d1949128df",0;0003052756214219,0;000237137570124235,1;28733553802532,0;00210166162191307,0;00226024797370778,0;432567747107125,0;286,1
"08bf8db35650acea93b4a92bd7a804a3",0;000305153480327893,0;000253697080414841,1;20282614143179,0;000525503728621866,0;000560325239257227,0;433109982823984,0;875,1
"5c4117a54bc8110f79a1cd87b710ec40",0;000303340667169168,0;000229337863985358,1;32268026699915,0;000905966184791316,0;00079342759157367,0;43364899730266,0;754,1
"c40f29ee63930d00d6de9bbfface0cd0",0;000302873833712554,0;000802906919182709,0;377221601254668,0;00026331273616247,0;000419394174174409,0;434187182251967,0;668,1
"643c1741f30ff3391285a9c5f4c8fb9a",0;000302864719091848,0;000271587205504531,1;1151656372369,0;000433027355411518,0;000606974641028554,0;43472535100525,0;484,1
"fe8cdc82fdd15d3dc601c18b5288dd41",0;00030239381134961,0;000721652000105452,0;419029963618783,0;000522783824695055,0;000144182557126498,0;435262682989453,0;224,1
"3af380ab71607fd40ea65c39e96983bb",0;000301145020617289,0;000264939072295812,1;1366576398405,0;000385833897455111,0;000534416752407298,0;435797795962628,0;238,1
"9411bbe3ce22b7626a00a899ce93d80f",0;000300981232541676,0;000438212891959123,0;686837922992351,0;000318001671124123,0;000407662712641922,0;436332617896211,0;782,1
"a0a141dd7c2bdfdc41d232f514ed76cb",0;000300909531455835,0;000278804673278556,1;07928438902168,0;000559070512155341,0;000380408483940321,0;436867312422137,0;389,1
"2243ed2150c900b984ab90a9f50654df",0;000299052635676281,0;000308660164851317,0;968873439889259,0;000467086567674837,0;000486165951605301,0;437398707378244,0;643,1
"8dd3642c7755fb3c0a0b05c36efd7541",0;00029731811195379,0;000213801825646131,1;39062475755417,0;00102227510760934,0;000890380301312111,0;437927020210846,0;306,1
"7b73f44d1259b8ae00c2348e68181dd9",0;000296493150990724,0;000238983359518544,1;24064349747212,0;000625403863876451,0;000550664443792544,0;43845386714734,0;756,1
"3e94d7dd19584d610ef029843ab43c6f",0;00029542179490878,0;0002262843781582,1;30553331747119,0;000575860843621497,0;000572401764621583,0;438978810361378,0;825,1
"c0def10eb00c7a00f311625a3ef2271c",0;00029529071239095,0;000267443704650794,1;10412287616385,0;000653834164313738,0;000582203853623077,0;43950352065124,0;871,1
"5d0bf697bd9bde462e95a670dc42b560",0;000295158286804791,0;000228131849483161,1;29380569821128,0;000597020488530813,0;000601611045925766,0;44002799563039,0;803,1
"520d823d6dab52809722d4018de0ddca",0;000292808590940221,0;000334078913264823,0;876465347898545,0;000382417427015053,0;000488354960975343,0;440548295369526,0;73,1
"1120fd532b0bfe0e452e434ba2744ac3",0;000291819464926804,0;000305994639888176,0;953675087359202,0;000401686052281937,0;000480954638283665,0;441066837503105,0;87,1
"175441802bec5a497735a6511e492f60",0;000291495452250938,0;000283382074632585,1;02863052516244,0;000455614444685452,0;000596127982010335,0;441584803889536,0;57,1
"e7b5a59bb09812c5243250214f874790",0;000291181078055949,0;000478049462532786,0;609102406502504,0;000369331263449613,0;000374809791830325,0;442102211655706,0;628,1
"9b15131495220fa78d2c9b6e4e7d4391",0;000290841295027012,0;000227850261035336,1;27645802864323,0;00101796182369184,0;00104689512676823,0;442619015651951,0;884,1
"bc2c1d4471070531fcc23c396974812a",0;000290326033804131,0;000331248117813912,0;876460931220235,0;00058435838679868,0;000562103289492831,0;443134904066179,0;785,1
"9d4a95de6130f489f7cd9a891c1a3e45",0;000289591321228125,0;000214293500845283,1;35137706036735,0;000897391716849659,0;000841986078201938,0;443649486949172,0;582,1
"fe9ab71b49502378ad7cc2f2362bcbd1",0;00028881870744893,0;000247292601045539,1;16792296343612,0;000483463922359918,0;000483601795294345,0;444162696953225,0;947,1
"eefd62544e4e1de04197db3b1b1bb168",0;000288039122646699,0;000227049023835466,1;26862083694943,0;000584814379332309,0;000707331230620228,0;444674521691334,0;438,1
"9c760cd5bd149a5461b0eea79764a4c3",0;000288023856290225,0;000223019129020975,1;29147601622611,0;000827136904233417,0;000771582649088847,0;445186319302229,0;768,1
"abba44b52db61e038da03b820b3faa9c",0;000286483117153544,0;000254242670023485,1;12680974097338,0;000495415815068054,0;000453639545796818,0;445695379130847,0;918,1
"a1ccc0f892ced6a7ba3da5bdf56b7c04",0;000286130799789638,0;000426757472220724,0;670476367527193,0;000389349895803791,0;000354868455056955,0;446203812916929,0;989,1
